Role,Company,Location,City_Key,State,Salary,Real_Wage,Unemployment_Rate,Cost of Living Index,description,Latitude,Longitude
Data Analyst,"Iron EagleX, Inc","East Lake-Orient Park, Hillsborough County",east lake-orient park,FL,129787.41,181419.359798714,3.0,71.54,"Overview Iron EagleX (IEX), a wholly owned subsidiary of General Dynamics, delivers agile IT and Intelligence solutions. Combining small-team flexibility with global scale, IEX leverages emerging technologies to provide innovative, user-focused solutions that empower organizations and end users to operate smarter, faster, and more securely in dynamic environments. Responsibilities Contract Overview: The Data Technical Support (DTS) contract provides data science professionals to the United Stat…",27.982689,-82.340158
Data Analyst,"Insight Global, Inc.","Rosslyn, Arlington County",rosslyn,VA,100970.34,152500.1359311282,2.7,66.21000000000001,"Insight Global is hiring a detail-oriented Data Analyst with strong expertise in Jira administration and workflow management to join our team supporting a newly awarded DoD Program in Rosslyn Virginia. This role is ideal for someone who thrives on turning data into actionable insights while optimizing processes and tools to improve team efficiency. Selected candidates should have a mid to senior level background in Data Analysis and Reporting, experience working with JIRA for workflow managemen…",38.8935,-77.07552
Data Analyst,Apex Systems,"Rosslyn, Arlington County",rosslyn,VA,72953.29,110184.70019634493,2.7,66.21000000000001,"Job : 2089667 Apex Systems is currently hiring for a Data Analyst with one of our GovCon clients supporting a newly awarded DoD program out of Rosslyn, VA. Project Details / Mission Supported: • The Data Analyst will support enterprise-wide data governance, quality assurance, and security initiatives for the Department of Defense (DoD). • This role will help define and implement data policies, frameworks, and technologies that ensure the secure, compliant, and effective use of data across the D…",38.8935,-77.07552
Data Analyst,Bering Straits Native Corporation,US,unknown,Unknown,98224.45,130965.93333333333,3.8,75.0,"SUMMARY Arcticom, a company within the BSNC family , is currently seeking a qualified Business Intelligence / Data Analyst in Suitland, MD. Key responsibilities include collaborating with stakeholders to understand their data needs, then designing, developing, and publishing complex reports, dashboards, and interactive visualizations using IBM Cognos Analytics. Applicants will be contacted via phone or email within ten (10) business days of submittal. ESSENTIAL DUTIES & RESPONSIBILITIES The Ess…",39.8,-98.5
Data Analyst,UnitedHealth Group,US,unknown,Unknown,59500.0,79333.33333333333,3.8,75.0,"hackajob is collaborating with UnitedHealth Group to connect them with exceptional tech professionals for this role. At UnitedHealthcare, we’re simplifying the health care experience, creating healthier communities and removing barriers to quality care. The work you do here impacts the lives of millions of people for the better. Come build the health care system of tomorrow, making it more responsive, affordable and equitable. Ready to make a difference? Join us to start Caring. Connecting. Gro…",39.8,-98.5
Data Analyst,The Swift Group,"Savage, Anne Arundel County",savage,MD,129753.37,175698.53757616793,2.7,73.85,"For the OPS Consulting team, 'the power to help' means helping our clients, helping serve the mission, helping our employees and their families, and helping the community. Headquartered in Hanover, MD. OPS Consulting has over two decades of experience specializing in the most mission-critical operations. We are thought leaders and innovators. The ingenuity of our developers, engineers, cyber experts, linguists, and analysts are dedicated to empowering our clients, fulfilling The Mission, and re…",39.13205,-76.799422
Data Analyst,ASN Corporation,"Washington, D.C., US","washington, d.c.",Unknown,106728.55,142304.73333333334,3.8,75.0,"• Experience: You must have 1-3 years of hands-on experience in a data analytics or data science role. • Technical Skills: o Mathematics: A strong understanding of the mathematical foundations of data science, including linear algebra, calculus, and probability theory. o Statistics: A solid grasp of fundamental statistical concepts. o Programming: Proficiency in at least one core data science language, such as Python or R. • Communication: Excellent written and verbal communication skills in En…",38.908569,-77.017972
Data Analyst,Razor,"Forest Heights, Prince George's County",forest heights,MD,100613.53,136240.39268788084,2.7,73.85,"Razor seeks a motivated and detail-oriented Data Analyst to join our team in Washington, D.C. This will be a hybrid position requiring up to 3 days in-office per week. This role supports energy data analytics for the U.S. Navy by enabling data-driven decisions through modern visualization, statistical analysis, and reporting capabilities. Responsibilities include but are not limited to: Develop and implement the end-to-end data architecture and tooling ecosystems required to centralize, process…",38.83248,-76.99626
Data Analyst,"QED Systems, LLC",US,unknown,Unknown,76079.23,101438.97333333333,3.8,75.0,"Data Analyst Full Time Professional Aberdeen Proving Ground, MD, US Salary Range: $105,000.00 To $127,000.00 Annually QED Systems, LLC, is currently recruiting a Data Analyst to join our team at Aberdeen Proving Ground, MD to support our C5ISR Positioning, Navigation, and Timing (PNT) Division contract. This position is to serve as a Subject Matter Expert (SME) supporting next generation PNT system evaluation, testing and characterization. Duties: Apply statistical analysis to time-series data …",39.8,-98.5
Data Analyst,Genesis10,"Sunnyvale, Santa Clara County",sunnyvale,CA,188306.52,247505.7766873316,4.38,76.08166666666666,"Genesis10 is currently seeking a Data Analyst, Ecosystem Strategic Finance with our client in their Sunnyvale, CA location. This is a 6 month  contract remote position. Summary: We are looking for a Data & BI Analyst to join our team. Responsibilities: Lead data-driven recommendations and insights to support strategic projects across Ecosystem strategic finance. Understand the business, track operational performance, provide insights and recommendations. Support company-wide programs through ow…",37.38953,-122.018391
Data Analyst,HTC Global Services Inc,"Iselin, Middlesex County",iselin,NJ,147783.33,197044.43999999997,3.8,75.0,"Overview HTC Global Services is seeking a Data Analyst – Asset Management to strengthen our client’s investment operations through advanced data analytics and reporting. The ideal candidate combines hands-on Snowflake expertise with a deep understanding of asset management workflows to deliver insights that drive business and portfolio performance. Key Responsibilities Analyze large, complex datasets from portfolio, trading, and operations systems using Snowflake and SQL. Build and optimize dat…",40.571755,-74.317366
Data Analyst,Uline,"Pleasant Prairie, Kenosha County",pleasant prairie,WI,90406.39,136865.32435091966,2.6,66.055,"IT Data Analyst - Power BI Corporate Headquarters 12575 Uline Drive, Pleasant Prairie, WI 53158 Helping to deliver the whole IT package! Uline is looking for an IT Data Analyst - Power BI to ensure we have the right tools in place to support our industry-leading IT team. Careers Packed with Potential. Backed by 45 years of success, Uline offers opportunities to grow your career with stability you can count on. Position Responsibilities Analyze IT inventory and spending trends using Power BI das…",42.53005,-87.886264
Data Analyst,"Torin Consulting, Inc.","Beltsville, Prince George's County",beltsville,MD,147913.75,200289.43805010157,2.7,73.85,"RealmOne was built on the principle that people matter first and foremost. We believe in providing a strong work/life balance by investing in our employees and encouraging professional and personal growth. We do this by offering exceptional benefits, flexible schedules, and the tools necessary to achieve success through paid training, mentoring, and the opportunity to work alongside top-notch industry professionals. Join us on this journey as we execute this mission-critical contract providing …",39.033995,-76.906763
Data Analyst,Barbaricum,"Omaha, Douglas County",omaha,NE,80403.05,107204.06666666667,2.8,75.0,"Barbaricum is a rapidly growing government contractor providing leading-edge support to federal customers, with a particular focus on Defense and National Security mission sets. We leverage more than 17 years of support to stakeholders across the federal government, with established and growing capabilities across Intelligence, Analytics, Engineering, Mission Support, and Communications disciplines. Founded in 2008, our mission is to transform the way our customers approach constantly changing …",41.263312,-95.933763
Data Analyst,CACI International,"Washington, D.C., US","washington, d.c.",Unknown,104297.65,139063.53333333333,3.8,75.0,"Senior Data Analyst Job Category: Information Technology Time Type: Full time Minimum Clearance Required to Start: DOJ MBI Employee Type: Regular Percentage of Travel Required: None Type of Travel: * * * The Opportunites: The Senior Data Analyst within the CACI Data Analytics Lab is responsible for providing senior-level support for data analytics projects surrounding investigations or litigation. This includes managing projects on various cases from initiation to closure, developing deliverabl…",38.89969,-77.02717
Data Analyst,JRC,"Crane, Martin County",crane,IN,78400.43,110750.71337759568,3.7,70.79,"Join JRC's Strategic Defense & International Operations (SD&IO) Team! JRC is seeking a highly analytical and forward-thinking Data Analyst to support the Navy programs in Crane, IN or Washington, DC. This role is ideal for someone who thrives on uncovering trends, building predictive models, and applying statistical rigor to real-world challenges. If you're passionate about data, AI/ML, and making an impact in national defense, we want to hear from you. As a Data Analyst with JRC, you will * An…",38.890229,-86.886357
Data Analyst,CACI International,"Fort Bragg, Cumberland County",fort bragg,NC,95106.84,133473.91761981617,3.0999999999999996,71.255,"Research Data Analyst Job Category: Training Time Type: Full time Minimum Clearance Required to Start: Secret Employee Type: Regular Percentage of Travel Required: Up to 10% Type of Travel: Continental US * * * The Opportunity: As a Research Data Analyst, you will Support the collection, management, organization, and storage of electronic and hard copy data associated with all aspects of HDD information analysis. Research Data Analysts perform statistical analysis with the aid of analytical and…",35.14346,-78.991916
Data Analyst,JRC,"Crane, Martin County",crane,IN,84310.63,119099.63271648537,3.7,70.79,"Join JRC's Strategic Defense & International Operations (SD&IO) Team! JRC is seeking a creative and detail-oriented Data Analyst to support Navy programs in Crane, IN. This mission critical role focuses on modernizing how data is presented and understood-especially in the context of parts testing. If you're passionate about turning complex datasets into clear, compelling visuals that drive decisions, this is your opportunity to make a real impact. As a Data Analyst with JRC, you will * Analyze …",38.890229,-86.886357
Data Analyst,Applied Training Solutions,"Fort Sam Houston, Bexar County",fort sam houston,TX,132051.08,209964.82859505183,3.54,62.891999999999996,"CONTINGENT UPON CONTRACT AWARD Data Analyst San Antonio, TX Law Enforcement Applied Training Solutions, LLC (ATS) is developing a team of Subject Matter Experts (SME) to conduct Higher Headquarters Assessments for US Army Installations on behalf of US Army Installation Management Command (IMCOM). The team will conduct assessments of all components of the installation's Protection programs using the DoD Benchmarks, plus applicable Army, Combatant Command (COCOM), Service Component Command, and I…",29.42464,-98.46354
Data Analyst,ManpowerGroup,"Broadview Heights, Cuyahoga County",broadview heights,OH,157953.6,237881.92771084336,4.0,66.4,"Job Title: Power BI Data Analyst (Contract) Location: Hybrid (Mon/Fri Remote, Tue-Thu Onsite) in the Independence, OH area Bill Rate: $55-65/hour (Negotiable! Let's talk!) Overview Jefferson Wells is seeking a highly skilled Power BI Data Analyst to join our client's team. This role is critical in delivering accurate, actionable insights and rebuilding trust with key stakeholders, including Sales, FP&A, and Commercial teams. The ideal candidate will combine strong technical expertise with excep…",41.32097,-81.67516
Data Analyst,Insight Global,"Grand Central, Manhattan",grand central,NY,99671.4,116854.9152939797,4.1,85.295,"Job Description A global pharmacutical client is looking for a skilled Financial Data Analyst to join their team. This role involves close collaboration with internal stakeholders to raise purchase orders (POs), gather forecasts, and support financial projections. The ideal candidate will have experience managing budgets exceeding $1M and be proficient in budgeting, forecasting, charge backs, and PO management. The role also requires reviewing data to assess fund allocations and determine when …",40.755381,-73.978504
Data Analyst,ManpowerGroup,"Grand Rapids, Kent County",grand rapids,MI,78097.68,124418.79878923051,4.3,62.77,"Our client, furniture manufacturing industry is seeking a Product Data Analyst to join their team!. Job Title: Product Data Analyst Location: Grand Rapids, MI Pay Range: $32hr Contract: Long term/conversion to permanent possible STARTING: January 6th What's the Job?  _Primary activities include facilitate and coordinate the creation and maintenance of product data models for new and existing products_ as required by Marketing, Engineering, Sales, PIC, Sourcing, Manufacturing Operations, and Dis…",42.931727,-85.65452
Data Analyst,Softek Global Services LLC dba Strategic Growth Partners,"Doral, Miami-Dade County",doral,FL,98405.68,137553.36874475816,3.0,71.54,"SGP Recruiting provides both operations and strategic support to Tribal 8(a) and commercial organizations. Our client is a CVE-verified Veteran-Owned Small Business (VOSB) and a proud ISO 9001:2015 certified organization specializing in systems integration and enterprise management solutions. As a trusted GSA MAS contract holder, they deliver mission-critical telecommunications, network infrastructure, and IT services to Federal, State, and Local Government agencies, the U.S. Military, and priv…",25.805005,-80.315071
Data Analyst,Insight Global,"Detroit, Wayne County",detroit,MI,131253.31,209101.9754659869,4.7,62.77,"Job Description Insight Global is looking for a Senior Level Data Analyst to join a high respected utilities organization. Advanced job responsible for collecting, reviewing, validating, and structuring business data for interpretation. Performs statistical, quantitative, and/or predictive analysis to derive insight and support better business decisions. This role also includes the responsibility of serving as the data steward for all data within the discipline. Additionally, this role requires…",42.34973,-83.090226
Data Analyst,Sedgwick,"Edgewood, Richland County",edgewood,SC,71953.88,95938.50666666667,3.8,75.0,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",34.02978,-81.0075
Data Analyst,Sedgwick,"East Dubuque, Jo Daviess County",east dubuque,IL,71595.21,92584.00362084573,4.5,77.33,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",42.49872,-90.66768
Data Analyst,Sedgwick,"Cedar Rapids, Linn County",cedar rapids,IA,93017.44,124023.25333333334,3.8,75.0,"By joining Sedgwick, you'll be part of something truly meaningful. It's what our 33,000 colleagues do every day for people around the world who are facing the unexpected. We invite you to grow your career with us, experience our caring culture, and enjoy work-life balance. Here, there's no limit to what you can achieve. Newsweek Recognizes Sedgwick as America's Greatest Workplaces National Top Companies Certified as a Great Place to Work® Fortune Best Workplaces in Financial Services & Insuranc…",41.971709,-91.658714
Data Engineer,Jazz Pharmaceuticals,"Middle West, Philadelphia County",middle west,PA,150782.47,194194.69379869918,3.3499999999999996,77.64500000000001,"If you are a current Jazz employee please apply via the Internal Career site. Jazz Pharmaceuticals is a global biopharma company whose purpose is to innovate to transform the lives of patients and their families. We are dedicated to developing life-changing medicines for people with serious diseases — often with limited or no therapeutic options. We have a diverse portfolio of marketed medicines, including leading therapies for sleep disorders and epilepsy, and a growing portfolio of cancer tre…",39.95278,-75.17415
Data Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,195686.08,295553.6625887327,2.7,66.21000000000001,"Job Description Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Lead Data Engineer, …",38.41421,-78.892628
Data Engineer,Capital One,"Norfolk, Norfolk County",norfolk,MA,207108.34,257405.34427044494,3.8,80.46,"Job Description Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Lead Data Engineer, …",42.119444,-71.325556
Data Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,227504.8,321379.8559118519,3.7,70.79,"Job Description Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Lead Data Engineer, …",39.85254,-87.250569
Data Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,181546.7,245831.68584969538,2.7,73.85,"Job Description Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Lead Data Engineer, …",38.375981,-75.64106
Data Engineer,Capital One,"Norfolk, Norfolk County",norfolk,MA,185295.36,230295.00372856075,3.8,80.46,"Job Description Senior Manager, Data Engineering Job Description Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Ca…",42.119444,-71.325556
Data Engineer,Capital One,"Williamsburg, Fremont County",williamsburg,CO,179837.11,249704.40155512356,4.6,72.02,"Job Description Senior Manager, Data Engineering Job Description Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Ca…",38.381944,-105.151933
Data Engineer,Capital One,"Newport News, Newport News City",newport news,VA,192438.52,290648.72375774046,2.7,66.21000000000001,"Job Description Senior Manager, Data Engineering Job Description Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Ca…",37.036263,-76.47366
Data Engineer,Capital One,"New York City, New York",new york city,NY,184493.95,216301.01412744008,4.1,85.295,"Job Description Senior Manager, Data Engineering Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior…",42.1,-74.9
Data Engineer,Capital One,"Goochland, Goochland County",goochland,VA,186720.69,282012.82283642946,2.7,66.21000000000001,"Job Description Senior Manager, Data Engineering Job Description Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Ca…",37.684142,-77.885374
Data Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,185042.12,281475.6921204746,3.25,65.74,"Job Description Senior Manager, Data Engineering Job Description Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Ca…",38.607544,-91.641558
Data Engineer,Capital One,"Annapolis, Parke County",annapolis,IN,231305.77,326749.21599095914,3.7,70.79,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",39.85254,-87.250569
Data Engineer,Capital One,"Norfolk, Norfolk County",norfolk,MA,210567.73,261704.85955754414,3.8,80.46,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",42.119444,-71.325556
Data Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,200958.1,235011.22675710442,3.6,85.51,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",38.912068,-77.019023
Data Engineer,Capital One,"Salisbury, Wicomico County",salisbury,MD,212184.02,287317.56262694654,2.7,73.85,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",38.375981,-75.64106
Data Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,212356.9,299981.49456137867,3.7,70.79,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",39.792089,-85.612015
Data Engineer,Capital One,"Williamsburg, Fremont County",williamsburg,CO,204365.22,283761.76062204945,4.6,72.02,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",38.381944,-105.151933
Data Engineer,Capital One,"Goochland, Goochland County",goochland,VA,212187.27,320476.1667421839,2.7,66.21000000000001,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",37.684142,-77.885374
Data Engineer,Capital One,"Dover, Pope County",dover,AR,220607.44,294143.25333333336,3.8,75.0,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",35.401471,-93.114341
Data Engineer,Capital One,"Richmond, Richmond County",richmond,VA,191696.31,289527.7299501585,2.6,66.21000000000001,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",37.56,-77.45
Data Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,193224.31,293921.9805293581,3.25,65.74,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",38.607544,-91.641558
Data Engineer,Capital One,"York, York County",york,ME,197930.84,263907.7866666667,3.8,75.0,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",43.161769,-70.648292
Data Engineer,Capital One,"Petersburg, Alaska",petersburg,AK,192579.52,256772.69333333333,3.8,75.0,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",56.895139,-133.463889
Data Engineer,Capital One,"Baltimore, Baltimore County",baltimore,MD,197747.08,267768.55788761005,2.7,73.85,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",39.296337,-76.621054
Data Engineer,Capital One,"McLean, Pierce County",mclean,NE,205225.56,273634.08,2.8,75.0,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",42.392,-97.475
Data Engineer,Capital One,"Harrisonburg, Harrisonburg City",harrisonburg,VA,182285.94,275314.81649297685,2.7,66.21000000000001,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",38.41421,-78.892628
Data Engineer,Capital One,"Chicago, Cook County",chicago,IL,199899.55,258501.93973878183,4.5,77.33,"Job Description Senior Lead Data Engineer Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital One Senior Lead D…",41.877521,-87.611233
Data Engineer,Capital One,"Charlottesville, Hancock County",charlottesville,IN,153630.34,217022.65856759425,3.7,70.79,"Job Description Senior Data Engineer (Python, Scala, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital O…",39.792089,-85.612015
Data Engineer,Capital One,"Washington, Washington, D.C.","washington, d.c.",WA,219228.47,256377.58156940708,3.6,85.51,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",38.912068,-77.019023
Data Engineer,Capital One,"Dover, Pope County",dover,AR,240664.03,320885.37333333335,3.8,75.0,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",35.401471,-93.114341
Data Engineer,Capital One,"McLean, Pierce County",mclean,NE,245003.8,326671.73333333334,2.8,75.0,"Job Description Senior Manager, Data Engineering (Bank Tech) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capita…",42.392,-97.475
Data Engineer,Capital One,"Fredericksburg, Gasconade County",fredericksburg,MO,152127.92,231408.4575600852,3.25,65.74,"Job Description Senior Data Engineer (Python, Scala, AWS) Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Data Engineers who are passionate about marrying data with emerging technologies. As a Capital O…",38.607544,-91.641558
