salary_is_predicted,created,adref,salary_min,latitude,id,longitude,description,title,salary_max,__CLASS__,redirect_url,search_role,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type,contract_time
1,2025-11-18T14:54:28Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjQyMTA3NiIsInMiOiJ1SGFaN2FuUThCR3ZjSjJiMmVJc2hnIn0.GCwxLCr2RxJnGU9nMkbtgTpLVrxi2I5VETi9gY_zv1E,103581.88,41.187702,5502421076,-104.80953,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click …",Data Scientist,103581.88,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5502421076?se=uHaZ7anQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=60199A4B0E4FCAD5F81B70CB655F1708915B2A7C,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Meta,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Wyoming', 'Laramie County', 'Archer']","Archer, Laramie County",,
1,2025-12-03T18:22:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NTI2NzM3OTEyIn0.XBfXAknaTWMJvVi24UtjDybA23Nq-zK3Qog8Zy8zQ_E,92264.0,38.35162,5526737912,-81.63006,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click …",Data Scientist,92264.0,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5526737912?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=A1F0A621EF950E413361084107E4B036F135A5B1,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Meta,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Kanawha County', 'Charleston']","Charleston, Kanawha County",,
1,2025-12-03T18:20:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyNjczNDA3MiIsInMiOiJkTEhuN3FuUThCR3ZjSjJiMmVJc2hnIn0.HZu_5f2QseleRO9xSBrqbbTXWAS5dJoc-rknmLvlQY8,92061.93,41.82195,5526734072,-71.419732,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click …",Data Scientist,92061.93,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5526734072?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=8025C227975850D4C2ACAFC02D520D1B4604129A,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Meta,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Providence']","Providence, Providence County",,
1,2025-11-01T19:52:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3NjIzNDM0NyIsInMiOiJkTEhuN3FuUThCR3ZjSjJiMmVJc2hnIn0.EK2h3pEVwIRfj8uMaFPAnMyeLrvtG6E7i1CKoTzNcc4,95461.69,38.89969,5476234347,-77.02717,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click …",Data Scientist,95461.69,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5476234347?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=24780BFE91963D85C365D7FCF4344DEDA23523C0,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Meta,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-10-02T19:10:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NDI4MTMzNDg2In0.KWfHJwicqmr2o1WWckq6zjr6kdjPZL3tqsFafgjqiVI,140984.5,42.356644,5428133486,-71.065917,"The Department of Data Science at the Dana Farber Cancer Institute (DFCI) seeks candidates with a strong background in scientific programming. As part of the department's mission to collaborate with basic biologists and clinical researchers to better understand cancer and improve treatment, our department develops new statistical methods and data analysis pipelines. Substantial experience in two or more of: scientific computing; data technologies; user interfaces; containerization; or distribut…",Data Scientist,140984.5,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5428133486?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=86690256315C0D4D46A68140569275E72E1F0593,Data Scientist,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,Dana-Farber Cancer Institute,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Boston']","Boston, Suffolk County",,
1,2025-10-21T19:44:00Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NDU4MTcyOTIwIn0._ese95bJZrNbzzDQ4GrBwJwT-KCrQOQHyWxqzC6baF8,125105.62,47.61457,5458172920,-122.168358,"Summary: Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. To apply, click …",Data Scientist,125105.62,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5458172920?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=5605B6205CCA0084B7E971CB8E3F64C77491E6E3,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Meta,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Bellevue']","Bellevue, King County",,
1,2025-10-29T19:51:51Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NDcwMjY5ODM2In0.Q_QglIuX7TX_Zo5QfpFHsexnVh7Hg8tS7qL6_9BLpXc,149644.19,38.89969,5470269836,-77.02717,"Job Family : Data Science Consulting Travel Required : Up to 75% Clearance Required : Active Secret What You Will Do : Our consultants on the Defense & Security AI & Data team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and wrangling to data engineering, to data visualization, dashboarding, and business intelligence (BI), to predic…",Data Scientist,149644.19,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5470269836?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=E5A3AA077F96233A75285CFEED379A9CD6B38D02,Data Scientist,Adzuna::API::Response::Category,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Guidehouse,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-09-19T18:47:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NDA3NzU1OTQ3In0.ENEBOqUalWKMBBvL7IZpt9emSZLNfpT3_iap5g3XNUk,106422.92,39.1665,5407755947,-84.49548,"Job Location CINCINNATI GENERAL OFFICES Job Description Do you enjoy solving billion-dollar data science problems across trillions of data points? Are you passionate about working at the cutting edge of interdisciplinary boundaries, where computer science meets hard science? If you like turning untidy data into nonobvious insights and surprising business leaders with the transformative power of Artificial Intelligence (AI), we want you on our team at P&G. As a Data Scientist in our organization…",Data Scientist,106422.92,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5407755947?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=934A0D904B94CC578AFC97422F9FECA414CBD0B0,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Procter & Gamble,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Saint Bernard']","Saint Bernard, Hamilton County",,
1,2025-08-19T17:35:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1MzU5NDEwNTE3In0.wGZHsJ4FNRydUyjBtbx98IPjKDY0qD3Wp5ZlNVLoI78,139839.88,44.94452,5359410517,-93.09298,"About the Business: LexisNexis Risk Solutions is the essential partner in the assessment of risk. Within our Business Services vertical, we offer a multitude of solutions focused on helping businesses of all sizes drive higher revenue growth, maximize operational efficiencies, and improve customer experience. Our solutions help our customers solve difficult problems in the areas of Anti-Money Laundering/Counter Terrorist Financing, Identity Authentication & Verification, Fraud and Credit Risk m…",Data Scientist,139839.88,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5359410517?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=55F82852E125B53D098AD40B80768B96E44C91FA,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,RELX INC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Ramsey County', 'Saint Paul']","Saint Paul, Ramsey County",,
1,2025-08-19T17:35:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1MzU5NDEwNTE5In0.b78gHfMz-D3xyr14PivsCqPaRQkhbqaTCPvffmlvDJk,164326.9,44.9745,5359410519,-93.3059,"About the Business: LexisNexis Risk Solutions is the essential partner in the assessment of risk. Within our Business Services vertical, we offer a multitude of solutions focused on helping businesses of all sizes drive higher revenue growth, maximize operational efficiencies, and improve customer experience. Our solutions help our customers solve difficult problems in the areas of Anti-Money Laundering/Counter Terrorist Financing, Identity Authentication & Verification, Fraud and Credit Risk m…",Data Scientist,164326.9,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5359410519?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=2F32083B744A40708CB0604E38E2B7FFE6A3F4E4,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,RELX INC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minneapolis']","Minneapolis, Hennepin County",,
1,2025-10-07T19:31:45Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZExIbjdxblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NDM2NDkxOTI4In0.5QbRJ3zDoH9bqy6AAJCH3WVMer_CTy7KVoKvOLku0Pk,173838.45,38.89969,5436491928,-77.02717,"We have an outstanding Contract position for aData Scientistto join a leading Company located in theWashington, DCsurrounding area. Pay Rate: $52.88 - $57.69 US Citizenship is required. Candidate must possess an Active Top Secret/SCI Security Clearance. This position develops solutions as part of a combined IT Business Intelligence development and data science team working to integrate the customer's business intelligence reporting capabilities , with a particular focus on IT, cybersecurity, an…",Data Scientist,173838.45,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5436491928?se=dLHn7qnQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=931B528306169D775EFC2D85E0836886857FDAE9,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,"TAD PGS, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-09-24T14:04:44Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQxMzgxNTc2MiIsInMiOiJKRVlwOEtuUThCR3BMTFdSQmhhdFpRIn0.1udX2HthhMYChuMvoOx5v-xNPKng3MbPBIjV7Hd97O4,127409.7,32.773978,5413815762,-117.136851,"Description Leidos tackles the most challenging national defense problems using advanced signal processing and data analytics. At our San Diego office, we have a dedicated and experienced team of scientists and engineers devoted to squeezing the last bit of information from every data set. We are currently seeking data scientists to join our leading-edge research and engineering group. In this role, you will collaborate with multidisciplinary team members focused on Physics (Hydrodynamics, Acou…",Data Scientist,127409.7,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5413815762?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=51E19543F4D055BC460B9F26297A399E54DBEC65,Data Scientist,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Leidos,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Diego']","San Diego, San Diego County",,
1,2025-08-21T17:30:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2Mjc1ODE0MCIsInMiOiJKRVlwOEtuUThCR3BMTFdSQmhhdFpRIn0.5obLXVXoymytUjYMiWR2240B-HKJlb0zNuEBUmlhiWw,153828.7,44.9745,5362758140,-93.3059,"DATA SCIENTIST ABOUT YOU: This role is a member of the Data Science team, which is focused on developing advanced analytic models to understand consumer behaviors. The incumbent works directly with various business groups across the organization (Yearbook, Scholastic and College) to understand needs for advanced analytics and insights and recommend solutions to those needs. YOU WILL:  Support. Develop presentations around insights and tell compelling stories with the data, deliver results to co…",Data Scientist,153828.7,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5362758140?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=C3E7E0DD052B895D2B8C5593D1A11A24874DAEA7,Data Scientist,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Jostens,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minneapolis']","Minneapolis, Hennepin County",,
1,2025-10-15T19:38:49Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkVZcDhLblE4QkdwTExXUkJoYXRaUSIsImkiOiI1NDQ5MjI2Nzg0In0.lpRoGtGGMSCsa6EczhSqxVIjJ6l_grvPml9N7_WdGU0,186449.52,38.89969,5449226784,-77.02717,"At Accenture Federal Services, nothing matters more than helping the US federal government make the nation stronger and safer and life better for people.?Our 13,000 people are united in a shared purpose to pursue the limitless potential of technology and ingenuity for clients across defense, national security, public safety, civilian, and military health organizations. Join Accenture Federal Services, a technology company and part of global Accenture, to do work that matters in a collaborative …",Data Scientist,186449.52,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5449226784?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=0F6EB22FBC96F19DEE25A7ABFD2587699E59EC43,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Accenture,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-11-22T16:12:28Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwOTc0OTc0OCIsInMiOiJKRVlwOEtuUThCR3BMTFdSQmhhdFpRIn0.WFu6-_vTkLLGyrZrgnYs1WCcaP26_cVjnwz4lwVxKi4,133186.83,40.487836,5509749748,-74.449448,"About the job: Transform raw data into actionable insights by applying statistical analysis, machine learning, and domain expertise to solve complex business problems. Build predictive models, uncover patterns, and communicate findings to guide strategic decisions and drive innovation. What you will do at Sogeti : - Design, develop, and deploy machine learning models to solve real-world business problems. - Lead AI initiatives, including the integration of large language models (LLMs) like GPT …",Data Scientist,133186.83,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5509749748?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=502C4C12431D365097B9CB93AB3AFE6340EFFF51,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Capgemini,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'New Brunswick']","New Brunswick, Middlesex County",,
1,2025-10-31T19:34:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MzU1MTU2NyIsInMiOiJKRVlwOEtuUThCR3BMTFdSQmhhdFpRIn0.N30fziHrLA4B3dgWLGG_7KKdH9Nl5saSmaAwRXX-21c,101522.15,42.311334,5473551567,-83.213482,"We are seeking a highly capable and analytical individual to join our Business and Sales Planning Analytics (BSPA) Used Vehicle Valuations team. The primary responsibility of this role is to perform in-depth analysis and modeling of used vehicle residual values, auction prices, and market drivers for the U.S. and Canadian used vehicle markets. The analyst will play a crucial role in supporting key business processes through accurate forecasting, quantifying value gaps, and providing actionable …",Data Scientist,101522.15,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5473551567?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=EF5CF268D4128E937C10FB95E8C4E37ACC17DD19,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Ford Motor Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Dearborn']","Dearborn, Wayne County",,
1,2025-08-01T09:43:18Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkVZcDhLblE4QkdwTExXUkJoYXRaUSIsImkiOiI1MzMyMDE2NTk2In0.J6ym0T6EnPVDTfzErURdWfpoz4vFFhmENk0y-CRlubQ,108697.49,38.934146,5332016596,-77.2217,"Paradyme, a CATHEXIS Company is hiring a Data Scientist /ML Engineer to support mission critical programs. Responsibilities: The Data Scientist /ML Engineer will work directly with data scientists, software engineers, and subject matter experts in the definition of new analytics capabilities able to provide our federal customers with the information they need to make proper decisions and enable their digital transformation. Duties include: - Research, design, implement, and deploy Machine Learn…",Data Scientist with Security Clearance,108697.49,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5332016596?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=EAFB68A8BFA74AFE76361821AE463B5C80581060,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Paradyme Management,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Tysons Corner']","Tysons Corner, Fairfax County",,
1,2025-08-01T09:43:25Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkVZcDhLblE4QkdwTExXUkJoYXRaUSIsImkiOiI1MzMyMDE3MTgzIn0.9IjJiMtZR2IvfApKq2gJOhQWfLmyp10YSe3Kqdvh-bg,132423.36,38.84732,5332017183,-77.332845,"Join our team and play a key role in shaping the future of data-driven decision-making! We are seeking a skilled Data Scientist to develop and enhance our suite of analytical tools. You will work closely with software developers and other data scientists in a fast-paced, agile environment, contributing to the entire development process. Your ability to communicate effectively with diverse stakeholders will be crucial to your success. Responsibilities: * Support data engineering processes, inclu…",Data Scientist with Security Clearance,132423.36,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5332017183?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=1017F37DE132B688A19CEB642128EC2028D0FEB3,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Restless Software LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Fairfax']","Fairfax, Fairfax County",,
1,2025-08-12T16:45:36Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0OTQ3MTYzNSIsInMiOiJKRVlwOEtuUThCR3BMTFdSQmhhdFpRIn0.5duApjJywL4rRHbjRSEicmDLoqSY34Av-CslIyWZO7g,302591.84,38.99038,5349471635,-77.4477,"Job Description Summary The Data Scientist will be responsible for managing, understanding and analyzing in-house and customer data – including text mining, developing predictive systems, risk scoring, creating efficient algorithms, data quality improvement and other related activities. This individual will work closely with the TRSS Analysts to drive, identify, evaluate, design and implement statistical analyses of gathered open source, proprietary, and customer data to create analytic metrics…",Data Scientist with Security Clearance,302591.84,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5349471635?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=F70E94219F1E1E375E2530B05579C62CA409EDB9,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Thomson Reuter Special Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'Dulles Town Center']","Dulles Town Center, Loudoun County",,
1,2025-08-01T09:43:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkVZcDhLblE4QkdwTExXUkJoYXRaUSIsImkiOiI1MzMyMDE4MTUyIn0.s88iLb0Bm3Aiw9B0wopzQAIPhqLhJWSFK3D7hjyghYw,122189.73,39.11376,5332018152,-76.726777,"Acclaim Technical Services, founded in 2000, is a leading language and intelligence services company supporting a wide range of U.S. Federal agencies. We are an Employee Stock Ownership Plan (ESOP) company, which is uncommon within our business sector. We see this as a significant strength, and it shows: ATS is consistently ranked as a top workplace among DC area firms and continues to grow. We are actively seeking a Data Scientist L3 to join our team working in Maryland. In this role, you will…",Data Scientist with Security Clearance,122189.73,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5332018152?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=3FF2EA938F25FE5DBB86EBC12285E457AF09294F,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Acclaim Technical Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Fort George G Meade']","Fort George G Meade, Anne Arundel County",,
1,2025-10-06T17:54:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkVZcDhLblE4QkdwTExXUkJoYXRaUSIsImkiOiI1NDM0NTE5MTAyIn0.AoEbmofyD70qf7R5cFeYgFC7yldCfdKIUap3d-Ctqdc,120940.09,38.908569,5434519102,-77.017972,"Data Scientist Location: Washington, DC (Hybrid) Work Type: Full Time Clearance: TS/SCI  DHS EOD Job Description: GridIron IT is seeking multiple Data Scientist local to Washington, DC. As a Data Scientist, you will be involved in full spectrum analytic technical support to mission operations and the intelligence lifecycle: requirements collection and refinement, translating user requirements into technical requirements, environment configuration, exploratory data analysis, model development, s…",Data Scientist with Security Clearance,120940.09,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5434519102?se=JEYp8KnQ8BGpLLWRBhatZQ&utm_medium=api&utm_source=4754d954&v=F7086DA5D625092C757ABBC5BE6939837392A8BA,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Gridiron IT Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-12-01T04:15:46Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUyMDkxMzMyOCIsInMiOiI1a0NzOGFuUThCR3ZjSjJiMmVJc2hnIn0.l1neGrGobG-ZWTjmvkIz9Dk50r7a-Wnb-FBWaImlzoo,127228.91,39.033995,5520913328,-76.906763,"Are you VIGILANT about your career? RealmOne definitely is! RealmOne was built on the principle that people matter first and foremost. We believe in providing a strong work/life balance by investing in our employees and encouraging professional and personal growth. We do this by offering exceptional benefits, flexible schedules, and the tools necessary to achieve success through paid training, mentoring, and the opportunity to work alongside top-notch industry professionals. Join us on this jou…",Data Scientist with Security Clearance,127228.91,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5520913328?se=5kCs8anQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=938760485ECC5595DA776297DAA8073382E6A339,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Torin Consulting, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Beltsville']","Beltsville, Prince George's County",,
1,2025-11-06T17:47:53Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4NDQ4Mzg4MSIsInMiOiI1a0NzOGFuUThCR3ZjSjJiMmVJc2hnIn0.snfEqdJ80ZLUKvmsCcxYc8MTprSBLWa3kq58KbeQdi4,218220.34,38.908569,5484483881,-77.017972,"Data Scientist (Cleared) — Defense AI & Analytics Location: Hybrid | Washington, DC / Northern Virginia | Occasional SCIF visits as needed Clearance: Active Secret or higher (ability to upgrade supported) Employment Type: Full-time, salaried with benefits  About the Role: We’re hiring on behalf of a mission-focused AI and analytics client that’s transforming how government and enterprise organizations use data to make smarter, faster decisions. Their platform combines machine learning, data vis…",Data Scientist with Security Clearance,218220.34,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5484483881?se=5kCs8anQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=8C7BC2EDA0B21297D76E33518607277E36BAA36C,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,The Arena,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",,
1,2025-12-01T04:10:26Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWtDczhhblE4Qkd2Y0oyYjJlSXNoZyIsImkiOiI1NTIwOTA2NDk0In0.HCKgLcnTk8jzODh31_q1liD34Ef-SwLN97KmHwqShwU,87232.42,27.982689,5520906494,-82.340158,"Marathon TS is currently seeking a Data Scientist to join our team. The place of performance for this work is at MacDill AFB, near Tampa, FL, with the possibility of up to 10% travel. Primary Duties and Responsibilities for this position include: * * Communicate with client regularly regarding enterprise values and project direction. * Find intersection between business value and achievable technical work. * Articulate and translate business questions into technical solutions using available Do…",Data Scientist with Security Clearance,87232.42,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5520906494?se=5kCs8anQ8BGvcJ2b2eIshg&utm_medium=api&utm_source=4754d954&v=03F5BE3B14E0FDF0D906DE2E431E59D6E70C4042,Data Scientist,Adzuna::API::Response::Category,it-jobs,IT Jobs,Marathon TS Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Hillsborough County', 'East Lake-Orient Park']","East Lake-Orient Park, Hillsborough County",,
